Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-002099,2022-01-06,2022-01-08,Standard Class,CUS-6842,Lisa Thomas,Home Office,Australia,Perth,Perth,Asia Pacific,PRD-2734,Technology,Computers,HP Desktop,2150.47,2,0.13,235.36
ORD-000684,2022-01-06,2022-01-10,Same Day,CUS-5095,Robert Garcia,Consumer,France,Paris,Paris,Europe,PRD-7521,Office Supplies,Binders,Presentation Binder,71.51,5,0.12,17.31
ORD-004837,2022-01-06,2022-01-07,Standard Class,CUS-6313,Lisa Johnson,Consumer,Germany,Munich,Munich,Europe,PRD-0692,Office Supplies,Paper,Copy Paper,101.99,4,0.16,33.93
ORD-000999,2022-01-06,2022-01-09,Second Class,CUS-8559,Nancy Williams,Corporate,Italy,Turin,Turin,Europe,PRD-2975,Office Supplies,Storage,Drawer Organizer,314.82,10,0.29,24.73
ORD-002006,2022-01-07,2022-01-14,First Class,CUS-9009,Lisa Miller,Corporate,Mexico,Guadalajara,Guadalajara,North America,PRD-2913,Technology,Phones,Motorola Edge,6835.18,7,0.08,653.23
ORD-000258,2022-01-07,2022-01-11,First Class,CUS-7164,Mary Brown,Consumer,United States,Dallas,Dallas,North America,PRD-9908,Furniture,Furnishings,Bookshelf,1597.75,8,0.03,360.49
ORD-003696,2022-01-07,2022-01-08,First Class,CUS-6567,Mary Davis,Corporate,Canada,Calgary,Calgary,North America,PRD-2119,Furniture,Furnishings,Wall Shelf,397.33,3,0.23,60.53
ORD-004713,2022-01-07,2022-01-09,Standard Class,CUS-5086,Linda Thomas,Corporate,Italy,Turin,Turin,Europe,PRD-5635,Technology,Accessories,Webcam,225.83,4,0.06,-9.88
ORD-003757,2022-01-07,2022-01-08,Same Day,CUS-8328,Patricia Thomas,Consumer,United Kingdom,Manchester,Manchester,Europe,PRD-4723,Technology,Computers,Dell Laptop,15598.71,9,0.05,1616.56
ORD-002279,2022-01-07,2022-01-12,First Class,CUS-5979,Patricia Rodriguez,Home Office,China,Beijing,Beijing,Asia Pacific,PRD-7708,Office Supplies,Binders,Zip Binder,152.04,10,0.03,37.37
ORD-001538,2022-01-07,2022-01-14,Same Day,CUS-3094,Robert Williams,Home Office,United States,San Diego,San Diego,North America,PRD-1612,Office Supplies,Storage,Shelf,215.07,6,0.09,49.42
ORD-000525,2022-01-07,2022-01-08,Second Class,CUS-3344,James Moore,Consumer,United Kingdom,Glasgow,Glasgow,Europe,PRD-5995,Furniture,Tables,Coffee Table,2943.98,5,0.17,430.14
ORD-003311,2022-01-07,2022-01-10,First Class,CUS-6496,Robert Brown,Home Office,Chile,Santiago,Santiago,South America,PRD-6228,Office Supplies,Binders,Index Binder,66.4,5,0.02,9.43
ORD-000867,2022-01-08,2022-01-11,First Class,CUS-4957,John Thomas,Corporate,Italy,Naples,Naples,Europe,PRD-2542,Furniture,Furnishings,File Storage,1480.46,9,0.08,-56.65
ORD-004476,2022-01-08,2022-01-10,Same Day,CUS-4391,Nancy Anderson,Consumer,Germany,Frankfurt,Frankfurt,Europe,PRD-8950,Office Supplies,Storage,Cabinet Organizer,476.41,9,0.09,167.95
ORD-002160,2022-01-08,2022-01-10,Standard Class,CUS-4921,Lisa Miller,Consumer,United Kingdom,Leeds,Leeds,Europe,PRD-5635,Technology,Accessories,Webcam,492.29,10,0.11,45.82
ORD-002754,2022-01-08,2022-01-13,Same Day,CUS-5376,Robert Miller,Consumer,India,Delhi,Delhi,Asia Pacific,PRD-6424,Furniture,Chairs,Executive Chair,593.07,2,0.02,81.92
ORD-002311,2022-01-08,2022-01-14,Standard Class,CUS-9433,Linda Williams,Home Office,Australia,Perth,Perth,Asia Pacific,PRD-9908,Furniture,Furnishings,Bookshelf,617.76,5,0.01,144.58
ORD-002601,2022-01-08,2022-01-14,Second Class,CUS-8850,David Moore,Home Office,Argentina,Mendoza,Mendoza,South America,PRD-8531,Technology,Accessories,Wireless Mouse,32.0,1,0.02,1.81
ORD-000972,2022-01-08,2022-01-13,First Class,CUS-4805,Mary Jackson,Consumer,Australia,Perth,Perth,Asia Pacific,PRD-3714,Furniture,Tables,Conference Table,4590.69,9,0.04,1175.17
ORD-003456,2022-01-08,2022-01-12,Second Class,CUS-7420,William Jackson,Home Office,Japan,Osaka,Osaka,Asia Pacific,PRD-5911,Office Supplies,Binders,D-Ring Binder,64.81,6,0.16,17.45
ORD-002807,2022-01-09,2022-01-16,Same Day,CUS-7767,Nancy Johnson,Home Office,France,Nice,Nice,Europe,PRD-5347,Office Supplies,Paper,Cardstock,55.74,2,0.03,16.54
ORD-001286,2022-01-09,2022-01-12,Standard Class,CUS-3211,Sarah Johnson,Corporate,France,Nice,Nice,Europe,PRD-5635,Technology,Accessories,Webcam,474.67,10,0.12,51.05
ORD-002188,2022-01-09,2022-01-16,Second Class,CUS-7069,Linda Rodriguez,Consumer,Japan,Fukuoka,Fukuoka,Asia Pacific,PRD-7260,Furniture,Tables,Meeting Table,4028.59,10,0.04,1095.09
ORD-002961,2022-01-09,2022-01-16,Standard Class,CUS-6335,Nancy Jackson,Corporate,Italy,Naples,Naples,Europe,PRD-2975,Office Supplies,Storage,Drawer Organizer,88.17,2,0.18,8.11
ORD-002467,2022-01-09,2022-01-11,Standard Class,CUS-6311,Michael Johnson,Consumer,Germany,Cologne,Cologne,Europe,PRD-6228,Office Supplies,Binders,Index Binder,176.31,9,0.06,41.18
ORD-001676,2022-01-09,2022-01-16,Same Day,CUS-8846,William Martinez,Consumer,Brazil,São Paulo,São Paulo,South America,PRD-0692,Office Supplies,Paper,Copy Paper,135.79,9,0.07,-7.44
ORD-001624,2022-01-09,2022-01-12,Same Day,CUS-8108,Emily Williams,Consumer,Brazil,Salvador,Salvador,South America,PRD-1125,Technology,Phones,Samsung Galaxy S21,1330.84,2,0.08,55.1
ORD-001712,2022-01-09,2022-01-10,Standard Class,CUS-6067,Mary Jones,Corporate,Mexico,Monterrey,Monterrey,North America,PRD-2119,Furniture,Furnishings,Wall Shelf,769.44,7,0.24,79.3
ORD-002905,2022-01-09,2022-01-14,First Class,CUS-7631,Linda Martinez,Consumer,France,Nice,Nice,Europe,PRD-7521,Office Supplies,Binders,Presentation Binder,129.33,7,0.11,39.56
ORD-004653,2022-01-10,2022-01-15,Same Day,CUS-6067,John Brown,Corporate,Canada,Toronto,Toronto,North America,PRD-4553,Technology,Phones,OnePlus 9,694.5,1,0.13,82.05
ORD-004995,2022-01-10,2022-01-17,Second Class,CUS-9592,Robert Wilson,Corporate,Argentina,La Plata,La Plata,South America,PRD-7357,Office Supplies,Storage,Storage Box,192.39,6,0.16,17.67
ORD-004016,2022-01-11,2022-01-14,First Class,CUS-6458,Linda Taylor,Consumer,Australia,Brisbane,Brisbane,Asia Pacific,PRD-4553,Technology,Phones,OnePlus 9,2222.85,4,0.08,379.0
ORD-004278,2022-01-11,2022-01-16,First Class,CUS-3268,Richard Davis,Corporate,Mexico,Mexico City,Mexico City,North America,PRD-7727,Office Supplies,Paper,Legal Pad,34.97,2,0.16,6.16
ORD-003643,2022-01-11,2022-01-17,First Class,CUS-8950,Lisa Miller,Home Office,United Kingdom,Birmingham,Birmingham,Europe,PRD-2734,Technology,Computers,HP Desktop,8286.03,5,0.06,1118.54
ORD-000613,2022-01-11,2022-01-15,Same Day,CUS-5198,Michael Brown,Home Office,France,Toulouse,Toulouse,Europe,PRD-9402,Office Supplies,Paper,Notebook,206.72,10,0.07,69.65
ORD-001915,2022-01-11,2022-01-12,Same Day,CUS-8285,Linda Jones,Consumer,India,Hyderabad,Hyderabad,Asia Pacific,PRD-7039,Technology,Phones,Google Pixel 6,6539.49,10,0.2,385.02
ORD-004514,2022-01-11,2022-01-18,Same Day,CUS-7143,Richard Thomas,Home Office,United States,Houston,Houston,North America,PRD-7087,Furniture,Chairs,Gaming Chair,2159.21,7,0.07,591.14
ORD-001591,2022-01-11,2022-01-13,First Class,CUS-3999,Patricia Rodriguez,Consumer,Chile,Santiago,Santiago,South America,PRD-4723,Technology,Computers,Dell Laptop,4250.94,6,0.08,235.63
ORD-001735,2022-01-11,2022-01-14,Same Day,CUS-7499,Richard Martinez,Consumer,United Kingdom,London,London,Europe,PRD-2734,Technology,Computers,HP Desktop,4237.17,3,0.14,609.29
ORD-000494,2022-01-12,2022-01-13,Standard Class,CUS-7813,Thomas Thomas,Consumer,United States,San Diego,San Diego,North America,PRD-7357,Office Supplies,Storage,Storage Box,368.2,10,0.21,67.77
ORD-003334,2022-01-12,2022-01-14,Standard Class,CUS-9803,Patricia Miller,Home Office,India,Chennai,Chennai,Asia Pacific,PRD-7087,Furniture,Chairs,Gaming Chair,1582.22,7,0.06,228.18
ORD-002453,2022-01-12,2022-01-19,Standard Class,CUS-9509,David Thomas,Consumer,Argentina,La Plata,La Plata,South America,PRD-9402,Office Supplies,Paper,Notebook,57.62,4,0.25,3.12
ORD-000839,2022-01-12,2022-01-16,First Class,CUS-4724,Linda Garcia,Home Office,Chile,La Serena,La Serena,South America,PRD-7495,Office Supplies,Art,Art Supplies,51.65,3,0.18,4.69
ORD-004742,2022-01-12,2022-01-14,Second Class,CUS-5748,Emily Johnson,Corporate,China,Chengdu,Chengdu,Asia Pacific,PRD-5995,Furniture,Tables,Coffee Table,3066.44,8,0.15,482.43
ORD-001964,2022-01-12,2022-01-15,Second Class,CUS-8937,Linda Thomas,Consumer,United Kingdom,Glasgow,Glasgow,Europe,PRD-7039,Technology,Phones,Google Pixel 6,873.1,1,0.14,102.64
ORD-002729,2022-01-13,2022-01-14,First Class,CUS-8552,Mary Wilson,Corporate,Chile,Santiago,Santiago,South America,PRD-7357,Office Supplies,Storage,Storage Box,183.79,7,0.1,22.93
ORD-002546,2022-01-13,2022-01-19,Same Day,CUS-2176,Thomas Jackson,Consumer,Spain,Madrid,Madrid,Europe,PRD-4553,Technology,Phones,OnePlus 9,7946.99,10,0.07,-208.5
ORD-002833,2022-01-13,2022-01-14,Standard Class,CUS-9827,David Brown,Consumer,Argentina,Córdoba,Córdoba,South America,PRD-5620,Technology,Accessories,USB Cable,170.34,4,0.11,5.12
ORD-001977,2022-01-13,2022-01-19,Standard Class,CUS-9944,David Garcia,Consumer,Japan,Nagoya,Nagoya,Asia Pacific,PRD-0608,Technology,Accessories,Laptop Bag,193.3,5,0.18,17.45
ORD-004452,2022-01-13,2022-01-15,Second Class,CUS-2857,Nancy Miller,Corporate,China,Chengdu,Chengdu,Asia Pacific,PRD-5347,Office Supplies,Paper,Cardstock,88.5,5,0.07,25.16
ORD-004711,2022-01-13,2022-01-20,Same Day,CUS-7193,Robert Garcia,Consumer,United States,Philadelphia,Philadelphia,North America,PRD-7495,Office Supplies,Art,Art Supplies,86.88,4,0.11,24.47
ORD-000823,2022-01-13,2022-01-18,Standard Class,CUS-5068,Michael Rodriguez,Consumer,Canada,Calgary,Calgary,North America,PRD-5263,Technology,Phones,iPhone 13,1824.95,2,0.01,239.88
ORD-000413,2022-01-13,2022-01-14,Second Class,CUS-2539,Robert Jackson,Corporate,Spain,Seville,Seville,Europe,PRD-8531,Technology,Accessories,Wireless Mouse,637.01,10,0.14,57.5
ORD-001770,2022-01-13,2022-01-20,Standard Class,CUS-4950,Michael Smith,Consumer,India,Delhi,Delhi,Asia Pacific,PRD-2650,Office Supplies,Storage,File Box,26.47,1,0.23,5.24
ORD-003558,2022-01-13,2022-01-18,Second Class,CUS-4689,Emily Thomas,Consumer,Australia,Adelaide,Adelaide,Asia Pacific,PRD-1465,Technology,Computers,ASUS VivoBook,9177.35,10,0.04,1045.19
ORD-001137,2022-01-13,2022-01-16,Second Class,CUS-4048,Richard Taylor,Corporate,United Kingdom,Glasgow,Glasgow,Europe,PRD-5995,Furniture,Tables,Coffee Table,1646.84,3,0.06,338.03
ORD-001969,2022-01-14,2022-01-15,Standard Class,CUS-6728,Jane Davis,Corporate,Argentina,Mendoza,Mendoza,South America,PRD-5620,Technology,Accessories,USB Cable,83.17,3,0.17,-1.19
ORD-003918,2022-01-14,2022-01-20,Standard Class,CUS-2107,Sarah Johnson,Consumer,Brazil,São Paulo,São Paulo,South America,PRD-2650,Office Supplies,Storage,File Box,118.3,4,0.19,-6.2
ORD-000341,2022-01-14,2022-01-20,Second Class,CUS-4170,Mary Moore,Home Office,India,Chennai,Chennai,Asia Pacific,PRD-4485,Furniture,Chairs,Ergonomic Chair,2504.95,9,0.04,513.19
ORD-000860,2022-01-15,2022-01-17,First Class,CUS-1060,Thomas Jones,Home Office,Brazil,Salvador,Salvador,South America,PRD-7087,Furniture,Chairs,Gaming Chair,473.04,2,0.05,47.35
ORD-003898,2022-01-15,2022-01-17,Second Class,CUS-3958,Linda Anderson,Home Office,Mexico,Monterrey,Monterrey,North America,PRD-5769,Technology,Accessories,Keyboard,54.55,1,0.12,5.95
ORD-003963,2022-01-15,2022-01-20,Second Class,CUS-1732,Richard Rodriguez,Consumer,Mexico,Guadalajara,Guadalajara,North America,PRD-5635,Technology,Accessories,Webcam,202.58,4,0.06,20.07
ORD-000521,2022-01-15,2022-01-17,Standard Class,CUS-2870,Nancy Davis,Consumer,Canada,Toronto,Toronto,North America,PRD-4342,Furniture,Furnishings,Cabinet,1129.93,7,0.05,275.92
ORD-004585,2022-01-15,2022-01-21,First Class,CUS-3646,Richard Davis,Home Office,Mexico,Guadalajara,Guadalajara,North America,PRD-6669,Office Supplies,Art,Highlighters,77.26,3,0.05,14.38
ORD-003676,2022-01-15,2022-01-19,Standard Class,CUS-3677,Patricia Garcia,Corporate,Chile,Antofagasta,Antofagasta,South America,PRD-4553,Technology,Phones,OnePlus 9,6045.35,10,0.08,391.69
ORD-000312,2022-01-15,2022-01-18,First Class,CUS-3112,Emily Taylor,Corporate,United Kingdom,London,London,Europe,PRD-9999,Office Supplies,Paper,Color Paper,93.55,4,0.11,22.44
ORD-000079,2022-01-16,2022-01-22,First Class,CUS-7512,Michael Wilson,Home Office,Spain,Barcelona,Barcelona,Europe,PRD-2294,Technology,Computers,MacBook Pro,4885.54,4,0.11,-170.6
ORD-003594,2022-01-16,2022-01-21,Standard Class,CUS-7140,Linda Miller,Home Office,Australia,Perth,Perth,Asia Pacific,PRD-9908,Furniture,Furnishings,Bookshelf,509.12,5,0.14,99.96
ORD-003204,2022-01-16,2022-01-23,Same Day,CUS-8965,William Williams,Consumer,Brazil,Brasília,Brasília,South America,PRD-9753,Furniture,Furnishings,Desk Lamp,113.0,1,0.14,7.57
ORD-004799,2022-01-16,2022-01-23,Same Day,CUS-9396,Lisa Wilson,Home Office,Germany,Frankfurt,Frankfurt,Europe,PRD-5347,Office Supplies,Paper,Cardstock,23.37,1,0.1,8.69
ORD-001102,2022-01-17,2022-01-18,First Class,CUS-8113,Mary Davis,Consumer,Argentina,Mendoza,Mendoza,South America,PRD-2294,Technology,Computers,MacBook Pro,8520.88,10,0.04,-116.73
ORD-003055,2022-01-17,2022-01-20,Same Day,CUS-5783,William Anderson,Home Office,United States,Chicago,Chicago,North America,PRD-0692,Office Supplies,Paper,Copy Paper,172.71,7,0.07,68.82
ORD-001202,2022-01-17,2022-01-21,Same Day,CUS-3593,Mary Rodriguez,Corporate,Brazil,Brasília,Brasília,South America,PRD-0739,Furniture,Chairs,Office Chair,1784.19,9,0.09,-65.19
ORD-003454,2022-01-17,2022-01-20,Standard Class,CUS-8242,William Miller,Corporate,China,Guangzhou,Guangzhou,Asia Pacific,PRD-2421,Furniture,Tables,Office Desk,366.93,1,0.23,59.79
ORD-004306,2022-01-17,2022-01-23,Second Class,CUS-7669,William Rodriguez,Home Office,India,Mumbai,Mumbai,Asia Pacific,PRD-3103,Office Supplies,Art,Markers,62.39,3,0.08,14.47
ORD-000199,2022-01-17,2022-01-18,First Class,CUS-9228,Linda Garcia,Consumer,Brazil,São Paulo,São Paulo,South America,PRD-7495,Office Supplies,Art,Art Supplies,142.23,7,0.12,17.86
ORD-000819,2022-01-17,2022-01-22,Second Class,CUS-4614,William Rodriguez,Corporate,Mexico,Puebla,Puebla,North America,PRD-7495,Office Supplies,Art,Art Supplies,166.99,6,0.1,33.54
ORD-000519,2022-01-17,2022-01-18,Standard Class,CUS-9570,Thomas Jones,Consumer,China,Guangzhou,Guangzhou,Asia Pacific,PRD-6228,Office Supplies,Binders,Index Binder,56.84,5,0.06,15.57
ORD-004067,2022-01-17,2022-01-18,Second Class,CUS-7572,Jane Thomas,Corporate,Brazil,Fortaleza,Fortaleza,South America,PRD-9908,Furniture,Furnishings,Bookshelf,537.58,6,0.19,34.48
ORD-001485,2022-01-18,2022-01-25,Second Class,CUS-6882,William Anderson,Corporate,United States,San Diego,San Diego,North America,PRD-7039,Technology,Phones,Google Pixel 6,3433.58,4,0.21,429.58
ORD-002367,2022-01-18,2022-01-19,Same Day,CUS-3316,Linda Jones,Home Office,Germany,Hamburg,Hamburg,Europe,PRD-8531,Technology,Accessories,Wireless Mouse,352.74,7,0.13,29.86
ORD-003651,2022-01-19,2022-01-24,Same Day,CUS-9778,Robert Martinez,Consumer,Chile,La Serena,La Serena,South America,PRD-5635,Technology,Accessories,Webcam,58.77,2,0.15,2.83
ORD-002513,2022-01-19,2022-01-23,Same Day,CUS-7082,Emily Rodriguez,Home Office,United Kingdom,Glasgow,Glasgow,Europe,PRD-4553,Technology,Phones,OnePlus 9,10991.58,10,0.05,1360.08
